# Time, Pressure, Pressure_err
-7.61762, -7.57766, 5.78242
-7.5976, -7.57795, 5.78242
-7.57758, -7.56392, 5.78242
-7.55756, -7.5689, 5.78242
-7.53754, -7.50968, 5.78242
-7.51752, -7.58632, 5.78242
-7.4975, -7.4838, 5.78242
-7.47748, -7.50377, 5.78242
-7.45746, -7.49937, 5.78242
-7.43744, -7.42542, 5.78242
-7.41742, -7.42471, 5.78242
-7.3974, -7.39466, 5.78242
-7.37738, -7.3309, 5.78242
-7.35736, -7.39733, 5.78242
-7.33734, -7.37722, 5.78242
-7.31732, -7.26147, 5.78242
-7.2973, -7.30491, 5.78242
-7.27728, -7.28493, 5.78242
-7.25726, -7.33679, 5.78242
-7.23724, -7.21514, 5.78242
-7.21722, -7.17959, 5.78242
-7.1972, -7.17318, 5.78242
-7.17718, -7.10508, 5.78242
-7.15716, -7.13663, 5.78242
-7.13714, -7.15286, 5.78242
-7.11712, -7.11009, 5.78242
-7.0971, -7.08231, 5.78242
-7.07708, -6.98288, 5.78242
-7.05706, -7.07254, 5.78242
-7.03704, -7.031, 5.78242
-7.01702, -7.02199, 5.78242
-6.997, -7.07457, 5.78242
-6.97698, -6.91249, 5.78242
-6.95696, -6.99725, 5.78242
-6.93694, -6.96904, 5.78242
-6.91692, -7.01018, 5.78242
-6.8969, -6.87477, 5.78242
-6.87688, -6.88151, 5.78242
-6.85686, -6.91151, 5.78242
-6.83684, -6.80574, 5.78242
-6.81682, -6.78342, 5.78242
-6.7968, -6.70942, 5.78242
-6.77678, -6.78621, 5.78242
-6.75676, -6.72544, 5.78242
-6.73674, -6.7235, 5.78242
-6.71672, -6.73041, 5.78242
-6.6967, -6.7506, 5.78242
-6.67668, -6.67371, 5.78242
-6.65666, -6.66264, 5.78242
-6.63664, -6.65291, 5.78242
-6.61662, -6.63279, 5.78242
-6.5966, -6.63843, 5.78242
-6.57658, -6.50325, 5.78242
-6.55656, -6.4469, 5.78242
-6.53654, -6.56785, 5.78242
-6.51652, -6.4183, 5.78242
-6.4965, -6.42708, 5.78242
-6.47648, -6.58163, 5.78242
-6.45646, -6.42257, 5.78242
-6.43644, -6.43519, 5.78242
-6.41642, -6.44803, 5.78242
-6.3964, -6.41354, 5.78242
-6.37638, -6.37876, 5.78242
-6.35636, -6.27458, 5.78242
-6.33634, -6.30448, 5.78242
-6.31632, -6.28826, 5.78242
-6.2963, -6.25944, 5.78242
-6.27628, -6.31705, 5.78242
-6.25626, -6.2661, 5.78242
-6.23624, -6.22364, 5.78242
-6.21622, -6.17582, 5.78242
-6.1962, -6.17613, 5.78242
-6.17618, -6.14543, 5.78242
-6.15616, -6.19741, 5.78242
-6.13614, -6.13852, 5.78242
-6.11612, -6.08872, 5.78242
-6.0961, -6.10517, 5.78242
-6.07608, -6.07395, 5.78242
-6.05606, -6.07081, 5.78242
-6.03604, -6.05289, 5.78242
-6.01602, -6.03264, 5.78242
-5.996, -5.99239, 5.78242
-5.97598, -5.97139, 5.78242
-5.95596, -5.99353, 5.78242
-5.93594, -5.90615, 5.78242
-5.91592, -5.8749, 5.78242
-5.8959, -5.97311, 5.78242
-5.87588, -5.83129, 5.78242
-5.85586, -5.74608, 5.78242
-5.83584, -5.97692, 5.78242
-5.81582, -5.92985, 5.78242
-5.7958, -5.79614, 5.78242
-5.77578, -5.86565, 5.78242
-5.75576, -5.75777, 5.78242
-5.73574, -5.77662, 5.78242
-5.71572, -5.76847, 5.78242
-5.6957, -5.79788, 5.78242
-5.67568, -5.72421, 5.78242
-5.65566, -5.60332, 5.78242
-5.63564, -5.57707, 5.78242
-5.61562, -5.56873, 5.78242
-5.5956, -5.56828, 5.78242
-5.57558, -5.52921, 5.78242
-5.55556, -5.49276, 5.78242
-5.53554, -5.60271, 5.78242
-5.51552, -5.58152, 5.78242
-5.4955, -5.49838, 5.78242
-5.47548, -5.42175, 5.78242
-5.45546, -5.44637, 5.78242
-5.43544, -5.41575, 5.78242
-5.41542, -5.47287, 5.78242
-5.3954, -5.44096, 5.78242
-5.37538, -5.35137, 5.78242
-5.35536, -5.322, 5.78242
-5.33534, -5.41349, 5.78242
-5.31532, -5.3697, 5.78242
-5.2953, -5.29891, 5.78242
-5.27528, -5.24831, 5.78242
-5.25526, -5.26886, 5.78242
-5.23524, -5.19376, 5.78242
-5.21522, -5.19932, 5.78242
-5.1952, -5.19586, 5.78242
-5.17518, -5.0754, 5.78242
-5.15516, -5.18692, 5.78242
-5.13514, -5.1675, 5.78242
-5.11512, -5.14475, 5.78242
-5.0951, -5.05628, 5.78242
-5.07508, -5.0734, 5.78242
-5.05506, -5.02524, 5.78242
-5.03504, -5.02489, 5.78242
-5.01502, -5.02016, 5.78242
-4.99499, -4.96284, 5.78242
-4.97497, -4.9288, 5.78242
-4.95495, -5.00637, 5.78242
-4.93493, -5.01112, 5.78242
-4.91491, -4.97937, 5.78242
-4.89489, -4.88017, 5.78242
-4.87487, -4.86822, 5.78242
-4.85485, -4.81803, 5.78242
-4.83483, -4.79094, 5.78242
-4.81481, -4.8637, 5.78242
-4.79479, -4.78633, 5.78242
-4.77477, -4.8304, 5.78242
-4.75475, -4.76456, 5.78242
-4.73473, -4.70992, 5.78242
-4.71471, -4.72591, 5.78242
-4.69469, -4.80574, 5.78242
-4.67467, -4.61432, 5.78242
-4.65465, -4.7292, 5.78242
-4.63463, -4.64342, 5.78242
-4.61461, -4.64772, 5.78242
-4.59459, -4.58343, 5.78242
-4.57457, -4.61026, 5.78242
-4.55455, -4.52741, 5.78242
-4.53453, -4.52277, 5.78242
-4.51451, -4.47008, 5.78242
-4.49449, -4.50086, 5.78242
-4.47447, -4.39958, 5.78242
-4.45445, -4.49371, 5.78242
-4.43443, -4.42468, 5.78242
-4.41441, -4.41415, 5.78242
-4.39439, -4.41378, 5.78242
-4.37437, -4.3324, 5.78242
-4.35435, -4.29251, 5.78242
-4.33433, -4.35693, 5.78242
-4.31431, -4.27486, 5.78242
-4.29429, -4.26097, 5.78242
-4.27427, -4.28501, 5.78242
-4.25425, -4.19474, 5.78242
-4.23423, -4.22889, 5.78242
-4.21421, -4.24152, 5.78242
-4.19419, -4.25462, 5.78242
-4.17417, -4.1944, 5.78242
-4.15415, -4.16999, 5.78242
-4.13413, -4.14729, 5.78242
-4.11411, -4.01567, 5.78242
-4.09409, -4.08761, 5.78242
-4.07407, -4.11013, 5.78242
-4.05405, -4.05742, 5.78242
-4.03403, -4.03219, 5.78242
-4.01401, -3.88926, 5.78242
-3.99399, -3.959, 5.78242
-3.97397, -3.99928, 5.78242
-3.95395, -4.05679, 5.78242
-3.93393, -4.0106, 5.78242
-3.91391, -3.87739, 5.78242
-3.89389, -3.96498, 5.78242
-3.87387, -3.79768, 5.78242
-3.85385, -3.89902, 5.78242
-3.83383, -3.77711, 5.78242
-3.81381, -3.85346, 5.78242
-3.79379, -3.78839, 5.78242
-3.77377, -3.76281, 5.78242
-3.75375, -3.86394, 5.78242
-3.73373, -3.72271, 5.78242
-3.71371, -3.6855, 5.78242
-3.69369, -3.62397, 5.78242
-3.67367, -3.67079, 5.78242
-3.65365, -3.62221, 5.78242
-3.63363, -3.67597, 5.78242
-3.61361, -3.58144, 5.78242
-3.59359, -3.63548, 5.78242
-3.57357, -3.58052, 5.78242
-3.55355, -3.54179, 5.78242
-3.53353, -3.5603, 5.78242
-3.51351, -3.55078, 5.78242
-3.49349, -3.5804, 5.78242
-3.47347, -3.44068, 5.78242
-3.45345, -3.42695, 5.78242
-3.43343, -3.48846, 5.78242
-3.41341, -3.43246, 5.78242
-3.39339, -3.34957, 5.78242
-3.37337, -3.2376, 5.78242
-3.35335, -3.32334, 5.78242
-3.33333, -3.31046, 5.78242
-3.31331, -3.31494, 5.78242
-3.29329, -3.28055, 5.78242
-3.27327, -3.24193, 5.78242
-3.25325, -3.23748, 5.78242
-3.23323, -3.17719, 5.78242
-3.21321, -3.2153, 5.78242
-3.19319, -3.24132, 5.78242
-3.17317, -3.1928, 5.78242
-3.15315, -3.16003, 5.78242
-3.13313, -3.13398, 5.78242
-3.11311, -3.12401, 5.78242
-3.09309, -3.11354, 5.78242
-3.07307, -3.01319, 5.78242
-3.05305, -3.05252, 5.78242
-3.03303, -3.07547, 5.78242
-3.01301, -2.99545, 5.78242
-2.99299, -3.03533, 5.78242
-2.97297, -2.92711, 5.78242
-2.95295, -2.96714, 5.78242
-2.93293, -2.89506, 5.78242
-2.91291, -2.95345, 5.78242
-2.89289, -2.90133, 5.78242
-2.87287, -2.85133, 5.78242
-2.85285, -2.81373, 5.78242
-2.83283, -2.80968, 5.78242
-2.81281, -2.80017, 5.78242
-2.79279, -2.84153, 5.78242
-2.77277, -2.79469, 5.78242
-2.75275, -2.79164, 5.78242
-2.73273, -2.72578, 5.78242
-2.71271, -2.66756, 5.78242
-2.69269, -2.73851, 5.78242
-2.67267, -2.69622, 5.78242
-2.65265, -2.63101, 5.78242
-2.63263, -2.65348, 5.78242
-2.61261, -2.61542, 5.78242
-2.59259, -2.64451, 5.78242
-2.57257, -2.60465, 5.78242
-2.55255, -2.49969, 5.78242
-2.53253, -2.58056, 5.78242
-2.51251, -2.51795, 5.78242
-2.49249, -2.45574, 5.78242
-2.47247, -2.54487, 5.78242
-2.45245, -2.43346, 5.78242
-2.43243, -2.50281, 5.78242
-2.41241, -2.34602, 5.78242
-2.39239, -2.47664, 5.78242
-2.37237, -2.37404, 5.78242
-2.35235, -2.29091, 5.78242
-2.33233, -2.38553, 5.78242
-2.31231, -2.30371, 5.78242
-2.29229, -2.44323, 5.78242
-2.27227, -2.253, 5.78242
-2.25225, -2.21216, 5.78242
-2.23223, -2.22941, 5.78242
-2.21221, -2.20301, 5.78242
-2.19219, -2.11551, 5.78242
-2.17217, -2.2463, 5.78242
-2.15215, -2.18223, 5.78242
-2.13213, -2.16978, 5.78242
-2.11211, -2.0731, 5.78242
-2.09209, -2.08658, 5.78242
-2.07207, -2.02753, 5.78242
-2.05205, -1.9797, 5.78242
-2.03203, -2.05633, 5.78242
-2.01201, -2.01092, 5.78242
-1.99199, -2.00727, 5.78242
-1.97197, -1.93203, 5.78242
-1.95195, -2.01107, 5.78242
-1.93193, -1.84359, 5.78242
-1.91191, -1.93502, 5.78242
-1.89189, -1.87072, 5.78242
-1.87187, -1.87597, 5.78242
-1.85185, -1.87317, 5.78242
-1.83183, -1.90311, 5.78242
-1.81181, -1.96663, 5.78242
-1.79179, -1.75095, 5.78242
-1.77177, -1.87083, 5.78242
-1.75175, -1.71484, 5.78242
-1.73173, -1.73066, 5.78242
-1.71171, -1.67965, 5.78242
-1.69169, -1.7607, 5.78242
-1.67167, -1.72063, 5.78242
-1.65165, -1.60546, 5.78242
-1.63163, -1.56285, 5.78242
-1.61161, -1.6603, 5.78242
-1.59159, -1.55655, 5.78242
-1.57157, -1.68076, 5.78242
-1.55155, -1.50953, 5.78242
-1.53153, -1.64082, 5.78242
-1.51151, -1.52425, 5.78242
-1.49149, -1.59959, 5.78242
-1.47147, -1.53786, 5.78242
-1.45145, -1.47445, 5.78242
-1.43143, -1.44798, 5.78242
-1.41141, -1.41234, 5.78242
-1.39139, -1.42764, 5.78242
-1.37137, -1.34041, 5.78242
-1.35135, -1.32686, 5.78242
-1.33133, -1.33577, 5.78242
-1.31131, -1.38077, 5.78242
-1.29129, -1.32563, 5.78242
-1.27127, -1.29253, 5.78242
-1.25125, -1.29983, 5.78242
-1.23123, -1.23036, 5.78242
-1.21121, -1.2195, 5.78242
-1.19119, -1.30256, 5.78242
-1.17117, -1.28051, 5.78242
-1.15115, -1.14486, 5.78242
-1.13113, -1.18484, 5.78242
-1.11111, -1.16834, 5.78242
-1.09109, -1.08683, 5.78242
-1.07107, -1.15791, 5.78242
-1.05105, -1.07556, 5.78242
-1.03103, -1.01752, 5.78242
-1.01101, -1.0647, 5.78242
-0.990991, -1.05071, 5.78242
-0.970971, -1.06284, 5.78242
-0.950951, -1.0214, 5.78242
-0.930931, -0.9332, 5.78242
-0.910911, -1.0088, 5.78242
-0.890891, -0.930676, 5.78242
-0.870871, -0.942847, 5.78242
-0.850851, -0.9112, 5.78242
-0.830831, -0.88861, 5.78242
-0.810811, -0.919864, 5.78242
-0.790791, -0.791134, 5.78242
-0.770771, -0.865339, 5.78242
-0.750751, -0.84588, 5.78242
-0.730731, -0.846377, 5.78242
-0.710711, -0.787744, 5.78242
-0.690691, -0.779166, 5.78242
-0.670671, -0.856878, 5.78242
-0.650651, -0.704923, 5.78242
-0.630631, -0.726536, 5.78242
-0.610611, -0.701038, 5.78242
-0.590591, -0.828297, 5.78242
-0.570571, -0.721569, 5.78242
-0.550551, -0.702672, 5.78242
-0.530531, -0.743724, 5.78242
-0.510511, -0.740445, 5.78242
-0.49049, -0.631958, 5.78242
-0.47047, -0.771064, 5.78242
-0.45045, -0.604594, 5.78242
-0.43043, -0.717988, 5.78242
-0.41041, -0.63664, 5.78242
-0.39039, -0.621041, 5.78242
-0.37037, -0.751084, 5.78242
-0.35035, -0.678583, 5.78242
-0.33033, -0.638972, 5.78242
-0.31031, -0.730629, 5.78242
-0.29029, -0.712251, 5.78242
-0.27027, -0.661718, 5.78242
-0.25025, -0.703883, 5.78242
-0.23023, -0.718599, 5.78242
-0.21021, -0.811097, 5.78242
-0.19019, -0.792505, 5.78242
-0.17017, -0.821748, 5.78242
-0.15015, -0.946548, 5.78242
-0.13013, -0.911378, 5.78242
-0.11011, -1.02951, 5.78242
-0.0900901, -1.0363, 5.78242
-0.0700701, -0.970961, 5.78242
-0.0500501, -0.959668, 5.78242
-0.03003, -1.08507, 5.78242
-0.01001, -0.930797, 5.78242
0.01001, -1.04662, 5.78242
0.03003, -0.953587, 5.78242
0.0500501, -0.897894, 5.78242
0.0700701, -0.841778, 5.78242
0.0900901, -0.794525, 5.78242
0.11011, -0.705014, 5.78242
0.13013, -0.560124, 5.78242
0.15015, -0.670942, 5.78242
0.17017, -0.468221, 5.78242
0.19019, -0.557665, 5.78242
0.21021, -0.391948, 5.78242
0.23023, -0.375164, 5.78242
0.25025, -0.218811, 5.78242
0.27027, -0.176958, 5.78242
0.29029, -0.0836506, 5.78242
0.31031, -0.109994, 5.78242
0.33033, -0.0221198, 5.78242
0.35035, -0.0315445, 5.78242
0.37037, 0.0709929, 5.78242
0.39039, 0.158151, 5.78242
0.41041, 0.097504, 5.78242
0.43043, 0.156719, 5.78242
0.45045, 0.148544, 5.78242
0.47047, 0.276438, 5.78242
0.49049, 0.303282, 5.78242
0.510511, 0.237302, 5.78242
0.530531, 0.367194, 5.78242
0.550551, 0.336307, 5.78242
0.570571, 0.369085, 5.78242
0.590591, 0.409634, 5.78242
0.610611, 0.48882, 5.78242
0.630631, 0.526189, 5.78242
0.650651, 0.466169, 5.78242
0.670671, 0.516179, 5.78242
0.690691, 0.527061, 5.78242
0.710711, 0.591204, 5.78242
0.730731, 0.609616, 5.78242
0.750751, 0.709368, 5.78242
0.770771, 0.703157, 5.78242
0.790791, 0.667513, 5.78242
0.810811, 0.762084, 5.78242
0.830831, 0.617288, 5.78242
0.850851, 0.710092, 5.78242
0.870871, 0.894435, 5.78242
0.890891, 0.847324, 5.78242
0.910911, 0.836596, 5.78242
0.930931, 0.836081, 5.78242
0.950951, 0.94725, 5.78242
0.970971, 0.881603, 5.78242
0.990991, 0.886243, 5.78242
1.01101, 0.899763, 5.78242
1.03103, 0.937604, 5.78242
1.05105, 1.08257, 5.78242
1.07107, 0.93988, 5.78242
1.09109, 0.971823, 5.78242
1.11111, 1.05108, 5.78242
1.13113, 1.01729, 5.78242
1.15115, 1.12901, 5.78242
1.17117, 1.15278, 5.78242
1.19119, 1.08504, 5.78242
1.21121, 1.14378, 5.78242
1.23123, 1.22966, 5.78242
1.25125, 1.22618, 5.78242
1.27127, 1.20399, 5.78242
1.29129, 1.21133, 5.78242
1.31131, 1.1884, 5.78242
1.33133, 1.26404, 5.78242
1.35135, 1.37325, 5.78242
1.37137, 1.23388, 5.78242
1.39139, 1.33238, 5.78242
1.41141, 1.32607, 5.78242
1.43143, 1.42554, 5.78242
1.45145, 1.40688, 5.78242
1.47147, 1.48542, 5.78242
1.49149, 1.42209, 5.78242
1.51151, 1.53783, 5.78242
1.53153, 1.44849, 5.78242
1.55155, 1.44883, 5.78242
1.57157, 1.52792, 5.78242
1.59159, 1.55008, 5.78242
1.61161, 1.64053, 5.78242
1.63163, 1.60095, 5.78242
1.65165, 1.61856, 5.78242
1.67167, 1.66665, 5.78242
1.69169, 1.77298, 5.78242
1.71171, 1.72006, 5.78242
1.73173, 1.68152, 5.78242
1.75175, 1.7806, 5.78242
1.77177, 1.7624, 5.78242
1.79179, 1.78416, 5.78242
1.81181, 1.78616, 5.78242
1.83183, 1.75772, 5.78242
1.85185, 1.89895, 5.78242
1.87187, 1.91376, 5.78242
1.89189, 1.75811, 5.78242
1.91191, 1.85943, 5.78242
1.93193, 1.8842, 5.78242
1.95195, 1.95867, 5.78242
1.97197, 1.99352, 5.78242
1.99199, 1.92433, 5.78242
2.01201, 2.00232, 5.78242
2.03203, 1.9617, 5.78242
2.05205, 1.98644, 5.78242
2.07207, 1.99986, 5.78242
2.09209, 2.09579, 5.78242
2.11211, 2.02617, 5.78242
2.13213, 2.1152, 5.78242
2.15215, 2.15894, 5.78242
2.17217, 2.1611, 5.78242
2.19219, 2.16504, 5.78242
2.21221, 2.23735, 5.78242
2.23223, 2.26366, 5.78242
2.25225, 2.30206, 5.78242
2.27227, 2.25158, 5.78242
2.29229, 2.31602, 5.78242
2.31231, 2.3449, 5.78242
2.33233, 2.36405, 5.78242
2.35235, 2.4239, 5.78242
2.37237, 2.29588, 5.78242
2.39239, 2.46376, 5.78242
2.41241, 2.38028, 5.78242
2.43243, 2.45605, 5.78242
2.45245, 2.39305, 5.78242
2.47247, 2.37042, 5.78242
2.49249, 2.44, 5.78242
2.51251, 2.47779, 5.78242
2.53253, 2.53319, 5.78242
2.55255, 2.54188, 5.78242
2.57257, 2.58217, 5.78242
2.59259, 2.51245, 5.78242
2.61261, 2.61267, 5.78242
2.63263, 2.50562, 5.78242
2.65265, 2.65245, 5.78242
2.67267, 2.63744, 5.78242
2.69269, 2.71903, 5.78242
2.71271, 2.72883, 5.78242
2.73273, 2.70126, 5.78242
2.75275, 2.67297, 5.78242
2.77277, 2.76404, 5.78242
2.79279, 2.79627, 5.78242
2.81281, 2.80477, 5.78242
2.83283, 2.80752, 5.78242
2.85285, 2.90993, 5.78242
2.87287, 2.80107, 5.78242
2.89289, 2.83926, 5.78242
2.91291, 2.95154, 5.78242
2.93293, 2.93208, 5.78242
2.95295, 2.96241, 5.78242
2.97297, 3.01316, 5.78242
2.99299, 3.00013, 5.78242
3.01301, 3.06435, 5.78242
3.03303, 2.97936, 5.78242
3.05305, 2.98694, 5.78242
3.07307, 3.06109, 5.78242
3.09309, 3.06207, 5.78242
3.11311, 3.13166, 5.78242
3.13313, 3.11414, 5.78242
3.15315, 3.18337, 5.78242
3.17317, 3.06512, 5.78242
3.19319, 3.11659, 5.78242
3.21321, 3.16448, 5.78242
3.23323, 3.26359, 5.78242
3.25325, 3.19256, 5.78242
3.27327, 3.28788, 5.78242
3.29329, 3.31852, 5.78242
3.31331, 3.35425, 5.78242
3.33333, 3.30173, 5.78242
3.35335, 3.38126, 5.78242
3.37337, 3.34413, 5.78242
3.39339, 3.46025, 5.78242
3.41341, 3.49967, 5.78242
3.43343, 3.3887, 5.78242
3.45345, 3.42343, 5.78242
3.47347, 3.4683, 5.78242
3.49349, 3.53225, 5.78242
3.51351, 3.47934, 5.78242
3.53353, 3.48364, 5.78242
3.55355, 3.56153, 5.78242
3.57357, 3.67917, 5.78242
3.59359, 3.51313, 5.78242
3.61361, 3.61049, 5.78242
3.63363, 3.65504, 5.78242
3.65365, 3.62061, 5.78242
3.67367, 3.59404, 5.78242
3.69369, 3.66662, 5.78242
3.71371, 3.65125, 5.78242
3.73373, 3.81878, 5.78242
3.75375, 3.74054, 5.78242
3.77377, 3.76964, 5.78242
3.79379, 3.85959, 5.78242
3.81381, 3.79233, 5.78242
3.83383, 3.78988, 5.78242
3.85385, 3.87302, 5.78242
3.87387, 3.84228, 5.78242
3.89389, 3.95432, 5.78242
3.91391, 3.92018, 5.78242
3.93393, 3.90654, 5.78242
3.95395, 3.98069, 5.78242
3.97397, 3.92531, 5.78242
3.99399, 4.10909, 5.78242
4.01401, 4.0567, 5.78242
4.03403, 4.02544, 5.78242
4.05405, 4.05341, 5.78242
4.07407, 4.08668, 5.78242
4.09409, 4.15238, 5.78242
4.11411, 4.17041, 5.78242
4.13413, 4.18498, 5.78242
4.15415, 4.16837, 5.78242
4.17417, 4.10745, 5.78242
4.19419, 4.29841, 5.78242
4.21421, 4.22888, 5.78242
4.23423, 4.23178, 5.78242
4.25425, 4.29573, 5.78242
4.27427, 4.27313, 5.78242
4.29429, 4.34972, 5.78242
4.31431, 4.26841, 5.78242
4.33433, 4.34241, 5.78242
4.35435, 4.37342, 5.78242
4.37437, 4.35965, 5.78242
4.39439, 4.23591, 5.78242
4.41441, 4.4189, 5.78242
4.43443, 4.35138, 5.78242
4.45445, 4.3992, 5.78242
4.47447, 4.39822, 5.78242
4.49449, 4.5144, 5.78242
4.51451, 4.41292, 5.78242
4.53453, 4.50526, 5.78242
4.55455, 4.54709, 5.78242
4.57457, 4.55148, 5.78242
4.59459, 4.56066, 5.78242
4.61461, 4.68397, 5.78242
4.63463, 4.67319, 5.78242
4.65465, 4.70043, 5.78242
4.67467, 4.67596, 5.78242
4.69469, 4.66135, 5.78242
4.71471, 4.79489, 5.78242
4.73473, 4.7905, 5.78242
4.75475, 4.70588, 5.78242
4.77477, 4.81376, 5.78242
4.79479, 4.78508, 5.78242
4.81481, 4.87388, 5.78242
4.83483, 4.92092, 5.78242
4.85485, 4.90922, 5.78242
4.87487, 4.86888, 5.78242
4.89489, 4.86454, 5.78242
4.91491, 4.88523, 5.78242
4.93493, 4.92272, 5.78242
4.95495, 4.96213, 5.78242
4.97497, 4.99524, 5.78242
4.99499, 4.98078, 5.78242
5.01502, 5.08494, 5.78242
5.03504, 5.02787, 5.78242
5.05506, 5.02005, 5.78242
5.07508, 5.09229, 5.78242
5.0951, 5.07895, 5.78242
5.11512, 5.1482, 5.78242
5.13514, 5.09261, 5.78242
5.15516, 5.17221, 5.78242
5.17518, 5.14828, 5.78242
5.1952, 5.19803, 5.78242
5.21522, 5.23102, 5.78242
5.23524, 5.18951, 5.78242
5.25526, 5.2374, 5.78242
5.27528, 5.26451, 5.78242
5.2953, 5.2908, 5.78242
5.31532, 5.33005, 5.78242
5.33534, 5.37202, 5.78242
5.35536, 5.35063, 5.78242
5.37538, 5.41782, 5.78242
5.3954, 5.5094, 5.78242
5.41542, 5.42821, 5.78242
5.43544, 5.5156, 5.78242
5.45546, 5.41752, 5.78242
5.47548, 5.41428, 5.78242
5.4955, 5.48348, 5.78242
5.51552, 5.5519, 5.78242
5.53554, 5.5771, 5.78242
5.55556, 5.56135, 5.78242
5.57558, 5.60935, 5.78242
5.5956, 5.63315, 5.78242
5.61562, 5.55478, 5.78242
5.63564, 5.69311, 5.78242
5.65566, 5.68499, 5.78242
5.67568, 5.71313, 5.78242
5.6957, 5.69346, 5.78242
5.71572, 5.71819, 5.78242
5.73574, 5.72166, 5.78242
5.75576, 5.88093, 5.78242
5.77578, 5.81988, 5.78242
5.7958, 5.78964, 5.78242
5.81582, 5.74524, 5.78242
5.83584, 5.77407, 5.78242
